Japanese Name,English Name,Id,Adjusted Id,Male Icon,Female Icon,Cast Icon,Normal Quality,High Quality,Normal Quality RP,High Quality RP,Linked Inner,HQ Linked Inner,Linked Outer,HQ Linked Outer,Sounds,Cast Sounds,Material Anim,Material Anim Ex,Hand Textures,HQ Hand Textures,Hair Model,High Quality Hair Model,Face Model,High Quality Face Model
レクイエムヘアー,,2200,0,,,,b8719e1227426c3451407323055b082a,,,,,,,,,,,,,,,,,
ハーミディオフード,,2210,0,,,,80a408f4a8e3621868015ae4f170ce98,,,,,,,,,,,,,,,,,
バルクヘッド,,2220,0,,,,3de02df2f69ba428215a048a1626d15f,,,,,,,,,,,,,,,,,
ロジーヘアー,,2230,0,,,,07c1afb5c932caf573c99b8f94ee0f77,,,,,,,,,,,,,,,,,
エレンヘアー,,2240,0,,,,d6d8ac1daeaffe393027860505898c71,,,,,,,,,,,,,,,,,
ルツヘアー,,2250,0,,,,b2f77a2e65e9432295c500751f61f90e,,,,,,,,,,,,,,,,,
,,2260,0,,,,15b7ccffea720301286777b377205354,,,,,,,,,,,,,,,,,
アヴェンジャーヘアー,,2270,0,,,,0eb05d92a40bfd475210c6eba0183cc9,,,,,,,,,,,,,,,,,
,,2279,0,,,,9b0bf5818668cc0cae1a2faa306f52b1,,,,,,,,,,,,,,,,,
アルショートヘア２,,2280,0,,,,003a71d99f6df32b5d0bda6a2f59ea43,,,,,,,,,,,,,,,,,
ドラグニカクレスト,,2290,0,,,,4ac21e25ba0e86d871b0c664c38f62bd,,,,,,,,,,,,,,,,,
ユーシスヘアー,,2300,0,,,,4e5f5d457f4b55d025b5d13e365dd779,,,,,,,,,,,,,,,,,
ケインヘアー,,2310,0,,,,ee4866369461b411a6144a57a1416a5c,,,,,,,,,,,,,,,,,
外ハネショートウルフ,,2320,0,,,,d36639e77281f9d3dc8c770f2011e896,,,,,,,,,,,,,,,,,
スミシーヘアー,,2330,0,,,,13c05b5deb1dda50b4dd9f197d870f6a,,,,,,,,,,,,,,,,,
マーセナリーメット,,2340,0,,,,ee543ad94890d86d6fc5e324844aa37e,,,,,,,,,,,,,,,,,
,,2359,0,,,,98789797d938eee55535a63e26179c6b,,,,,,,,,,,,,,,,,
フェリスヘアー,,2360,0,,,,363502681954507eaebd0a04887f4909,,,,,,,,,,,,,,,,,
,,2370,0,,,,f17093713e9890bf26b273026982e1b5,,,,,,,,,,,,,,,,,
,,2380,0,,,,465cc415a25afd4afc4b7237e762d98f,,,,,,,,,,,,,,,,,
リンクヘアー,,2390,0,,,,be504f392ea8c2106a6c6a9064f02518,,,,,,,,,,,,,,,,,
オフィエルヘアー,,2400,0,,,,b78e272d1d405602b8ce8f0c69b7a52c,,,,,,,,,,,,,,,,,
アラトロンスキンヘッド,,2410,0,,,,50e2cd101d1d2558db9e9bb4e54127c4,,,,,,,,,,,,,,,,,
,,2420,0,,,,e11854e9ed1811c930e7272ebfc50b17,,,,,,,,,,,,,,,,,
,,2430,0,,,,9bcceae748ae09051d026e73854c704e,,,,,,,,,,,,,,,,,
ジャウワールヘアー,,2440,0,,,,d3a57604460dfaaac91a7928066541ff,,,,,,,,,,,,,,,,,
カラカズラヘアー,,2450,0,,,,4c9bafef1b4811df59ed6734630ad9e9,,,,,,,,,,,,,,,,,
スバルヘアー,,2460,0,,,,2cae1c0fdf89928137429a08c5e47b58,,,,,,,,,,,,,,,,,
ヴィテスシュタルクヘッド,,2470,0,,,,36b626e1556e7af15c6192e49b78a760,,,,,,,,,,,,,,,,,
結城理ヘアー,,2480,0,,,,d65920a962adda70810123a21a3c1181,,,,,,,,,,,,,,,,,
コープスフード,,2490,0,,,,32c596af3857bd408d8ed09fae6acef4,,,,,,,,,,,,,,,,,
,,2509,0,,,,d24e3f21fcf2ccaa49ccbb83a3d9de78,,,,,,,,,,,,,,,,,
タイラーヘアー,,2510,0,,,,e4142ef05100946a2992db31d89d2523,,,,,,,,,,,,,,,,,
,,2520,0,,,,8697e73bb93ec20eb12b00aa555dcfb1,,,,,,,,,,,,,,,,,
,,2530,0,,,,9ccd8743df6e51603e15b3c8e7bb9d78,,,,,,,,,,,,,,,,,
,,2540,0,,,,5cf739a7dc82a95a238d4f942cb2d3eb,,,,,,,,,,,,,,,,,
さわやかボサショート,,2550,0,,,,a886ee03fa2062b2bbe3077c59ec2db5,,,,,,,,,,,,,,,,,
バルクヘッドＢ,,2560,0,,,,cee54f9dbab6cb3cadc49ec549704c8b,,,,,,,,,,,,,,,,,
エスクリダオンヘアー,,2570,0,,,,6e6148e4e26b8bf5751633d9031101d8,,,,,,,,,,,,,,,,,
イロドリヘアー,,2580,0,,,,2524cc23e0acf4b38423099ce2e2b0bd,,,,,,,,,,,,,,,,,
,,2590,0,,,,cb0309fb6864df172c5b1c5be8551c4f,,,,,,,,,,,,,,,,,
,,2609,0,,,,dc41d84815f88d0932e5cc8f544c7e6e,,,,,,,,,,,,,,,,,
前分けミディアムＧＶ,,2610,0,,,,3312a09f922a62b7d80fda70ce73c6c2,,,,,,,,,,,,,,,,,
ビターシムーンフード,,2620,0,,,,d3cf858bc4e6c7eae50f852436f54067,,,,,,,,,,,,,,,,,
,,2639,0,,,,bf8b8894c350006f41fb06f568417087,,,,,,,,,,,,,,,,,
シュレッガーヘアー,,2640,0,,,,5805f0b37bea64edbb3f8d90098f0af1,,,,,,,,,,,,,,,,,
エルミルヘアー,,2650,0,,,,a89414b4deffd3456ec8e443d61be0c1,,,,,,,,,,,,,,,,,
エピラスヘアー,,2660,0,,,,705611e85edfdf5274e34269ec53da89,,,,,,,,,,,,,,,,,
ドラグニカクレストＢ,,2670,0,,,,96db146ffc58fc15966bde8b7ac2616d,,,,,,,,,,,,,,,,,
アンブスマスク,,2680,0,,,,198c3d381d393a620e5aecc93ac2374c,,,,,,,,,,,,,,,,,
ノクスカディナフード,,2690,0,,,,16a024f7358aba718cb6b9497cf89839,,,,,,,,,,,,,,,,,
,,2699,0,,,,20f89a78efa6b8d8e73dbec13fe5bed6,,,,,,,,,,,,,,,,,
ノクスカディナヘアー,,2700,0,,,,950108cb77298cf32c38a4ca8ccd9d18,,,,,,,,,,,,,,,,,
ライトニングＥヘアー,,2710,0,,,,a7cc5c6f62c6aecf3bc731e5bd79e367,,,,,,,,,,,,,,,,,
,,2719,0,,,,e950692cb55b6139c4189fabf6c9943f,,,,,,,,,,,,,,,,,
,,2720,0,,,,4f70671eee4bdcbb9310e2984fce8571,,,,,,,,,,,,,,,,,
,,2730,0,,,,9838d1c523793d2f7a3449e5c2e3285f,,,,,,,,,,,,,,,,,
フローヘアー,,2740,0,,,,a6ad27f331e9f9e1e79fc61ca2df41ef,,,,,,,,,,,,,,,,,
フィブルヘアー,,2750,0,,,,7580d391f602b8a506462bf7a720143c,,,,,,,,,,,,,,,,,
東衣真君頭巾,,2760,0,,,,b093e029eda3d043d97efca1b3041527,,,,,,,,,,,,,,,,,
アスールヘアー１,,2770,0,,,,eb8efc456f40e19aef3ca51c51e21aa4,,,,,,,,,,,,,,,,,
エルゼヘルム,,2780,0,,,,841132d44a4dc9b98244849e05cb3257,,,,,,,,,,,,,,,,,
シャルフヘアー,,2790,0,,,,a9044424dc869cdc83e211fb30b05300,,,,,,,,,,,,,,,,,
,,2809,0,,,,771cfdf7c34e562fa14f2687eae4e2fd,,,,,,,,,,,,,,,,,
鳴上悠ヘアー,,2810,0,,,,958193b53e04692078a34faa0a6ffad1,,,,,,,,,,,,,,,,,
,,2829,0,,,,6207fbfc9e9e56e6d0fc186373b1a49c,,,,,,,,,,,,,,,,,
ハーミディオフードＢ,,2830,0,,,,a361979974ef751f8d6184ab79d42415,,,,,,,,,,,,,,,,,
ＰＳＺカイヘアー,,2840,0,,,,57248684e9ee26233cd9b50d68906346,,,,,,,,,,,,,,,,,
ベルヘアー,,2850,0,,,,cb2197d1fa31c2184fe49b20131fae09,,,,,,,,,,,,,,,,,
ヴォルフヘアー,,2860,0,,,,a8b5aa9f5ee45ab3723870fdb996b9f6,,,,,,,,,,,,,,,,,
フローヘアー２,,2870,0,,,,a22718b0ea8e338e960815dcd42fcb2c,,,,,,,,,,,,,,,,,
ガンボーイヘアー,,2880,0,,,,da2473ea110c7d31ba52a503a27faa68,,,,,,,,,,,,,,,,,
ＰＳＺヒューマーヘアー,,2890,0,,,,761723875ea4dbff868f945ffdc9f568,,,,,,,,,,,,,,,,,
フォルテヘアー,,2900,0,,,,8c99bcfd6ba49a5903d834db01b40c63,,,,,,,,,,,,,,,,,
草薙京ヘアー,,2910,0,,,,b5fa5dc03d4c730a8aee88c7ab467002,,,,,,,,,,,,,,,,,
アデインリュデルヘアー,,2920,0,,,,2b3257814f157d19f79435c73f27cd89,,,,,,,,,,,,,,,,,
八神庵ヘアー,,2930,0,,,,b091fd29c10dd24594562461e15e15be,,,,,,,,,,,,,,,,,
刈上げベリーショート,,2950,0,,,,8a39cde5a35a7e765b75f0b069d514d6,,,,,,,,,,,,,,,,,
キョクヤヘアー,,2960,0,,,,fb75be58be1d42264f1f1700bef4ecd8,,,,,,,,,,,,,,,,,
,,2969,0,,,,65186e1138e06c6534df735f74b89035,,,,,,,,,,,,,,,,,
モルフォルテシモヘアー,,2970,0,,,,f4a04c05db5361a57ea33c6c0526630b,,,,,,,,,,,,,,,,,
コープスフードＢ,,2980,0,,,,b66ff3ab375de1ff6646ab6ee74ba53f,,,,,,,,,,,,,,,,,
テオドールヘアー,,2990,0,,,,4bfebc5cecfbd0363dec52c838936e94,,,,,,,,,,,,,,,,,
,,2999,0,,,,eede11dd7dc93e0b639debeb81c42c4c,,,,,,,,,,,,,,,,,
カズマヘアー,,3000,0,,,,dd51a9046ae9699708e9cc2f1627b1d0,,,,,,,,,,,,,,,,,
東衣真君頭巾Ｂ,,3010,0,,,,fbc1cc26e9606e5fb1fedd846c542a23,,,,,,,,,,,,,,,,,
スキンヘッドロング,,3020,0,,,,b684afc9c8c9b4abd681a0e08a814793,,,,,,,,,,,,,,,,,
ビターシムーンフードＢ,,3030,0,,,,c7de096ef9e20bae2b6a4326a9de597a,,,,,,,,,,,,,,,,,
カースドフードＢ,,3040,0,,,,f84d0450387b1b16bab91a46b9d121de,,,,,,,,,,,,,,,,,
シャオヘアー２,,3050,0,,,,d13e64968138e0054d59c01d64dd338d,,,,,,,,,,,,,,,,,
エルミルヘアーＧＶ,,3060,0,,,,16cd42c1490288b385f248b426ffa37d,,,,,,,,,,,,,,,,,
カラカズラヘアーＢ,,3070,0,,,,2753c3b3fe4498b635e70932bae66839,,,,,,,,,,,,,,,,,
,,3080,0,,,,19fe3b0df80cbf8d53d68cee58fe24fc,,,,,,,,,,,,,,,,,
,,3090,0,,,,0d5497088bfbb6712fbf0b012a56475c,,,,,,,,,,,,,,,,,
アギトヘアー,,3100,0,,,,af3735806e71bb7ae5e2562b90af0e4f,,,,,,,,,,,,,,,,,
,,3109,0,,,,dfa122c4176bf1ea24cd6c0f224e5f7f,,,,,,,,,,,,,,,,,
,,3110,0,,,,57dac32416b8d34dd5c75332f5c9a6a1,,,,,,,,,,,,,,,,,
,,3119,0,,,,311473f61ff37b1c9d73f2971120e402,,,,,,,,,,,,,,,,,
,,3129,0,,,,ad030109a87cf28dff3339fbae1be25a,,,,,,,,,,,,,,,,,
,,3130,0,,,,365e54f912b2561359cc416a3fa2d0cb,,,,,,,,,,,,,,,,,
ツートンロングヘアー,,3140,0,,,,65cb15094b72d55b613ba5340044f4a9,,,,,,,,,,,,,,,,,
ヤンヘアー２,,3150,0,,,,8ac5e14c5f26d6a76b3f2714b4b05d2e,,,,,,,,,,,,,,,,,
ラインハルトヘアー,,3160,0,,,,83b83608ff63495b48ae1ac73f82f1de,,,,,,,,,,,,,,,,,
§イチカ§ヘアー,,3170,0,,,,a865c3a7e4188544924da8f1ba636681,,,,,,,,,,,,,,,,,
,,3179,0,,,,dabddca7ad0ac9f693b1d56ae76f602b,,,,,,,,,,,,,,,,,
ヤンヘアー１,,3180,0,,,,a76e2cace256f6ff85832d6fe10cee98,,,,,,,,,,,,,,,,,
ノクスカディナフードＢ,,3210,0,,,,248cd77843b80649a8e9fef399898006,,,,,,,,,,,,,,,,,
インユウヘアー,,3220,0,,,,b1284caf8f9da4fbb14e57b532c1f387,,,,,,,,,,,,,,,,,
ジャスパーＣヘアー,,3230,0,,,,6e25025378e665c86a546415ab786c4d,,,,,,,,,,,,,,,,,
ユリィＬヘアー,,3240,0,,,,90c3db73f56e78a0c9831a5ae6e1fcde,,,,,,,,,,,,,,,,,
シンジヘアー,,3250,0,,,,6aa36e8085b039148e920218a87d927d,,,,,,,,,,,,,,,,,
,,3259,0,,,,ca986a8931df4d37ecd81e58ebbcff91,,,,,,,,,,,,,,,,,
レフィクスヘアー,,3260,0,,,,4c226cddc4e1407e0be39d8704c4cb6b,,,,,,,,,,,,,,,,,
アッシュヘアー,,3270,0,,,,989b71c4c7dc163c52e54fd56b493788,,,,,,,,,,,,,,,,,
ユリィＣヘアー,,3280,0,,,,216758d4f7bf1d5c6aea96004556ca63,,,,,,,,,,,,,,,,,
レナートヘアー,,3290,0,,,,a2ec7839c8ad65250772df90c6715dbb,,,,,,,,,,,,,,,,,
ソニックヘアー１,,3310,0,,,,e67cf94cb04d908684c1590d5044a193,,,,,,,,,,,,,,,,,
テクシオヘアー,,3320,0,,,,6cd04f8146ec5ca19e527c4a86b5cb1f,,,,,,,,,,,,,,,,,
アンクル・サムヘアー,,3330,0,,,,b58f2756356c5cf54578f3510fa489dd,,,,,,,,,,,,,,,,,
ソニックヘアー２,,3340,0,,,,7e0e5dfbaf07fd88503f455f2d6455fd,,,,,,,,,,,,,,,,,
チェイサーヘアー,,3350,0,,,,dc30592bd7d4a9826a6121a90eccbf4f,,,,,,,,,,,,,,,,,
ラーフェヘアー,,3360,0,,,,cf7878417da58f893404b84a17b2e94c,,,,,,,,,,,,,,,,,
神山誠十郎の髪型,,3380,0,,,,aebfe25996b2406e73ca76c1a1cf7741,,,,,,,,,,,,,,,,,
ヴィテスシュタルクヘッドＢ,,3390,0,,,,6d87e032331e92ef3276c0998d78d278,,,,,,,,,,,,,,,,,
片アシメショートカット,,3400,0,,,,bf9ef077bd9a0c79f72796fef7cf3150,,,,,,,,,,,,,,,,,
エルダーペインヘアー,,3410,0,,,,104d70f4dedede6d59d253881fe76b9c,,,,,,,,,,,,,,,,,
サードゥオヘアー,,3420,0,,,,975276b8e01789017ede094d0239569e,,,,,,,,,,,,,,,,,
パイロのガスマスク,,3430,0,,,,,,,,,,,,,,,,,,,,,
￥ソニックモチーフヘルメット,,3440,0,,,,,,,,,,,,,,,,,,,,,
￥ソニックモチーフヘアー,,3450,0,,,,,,,,,,,,,,,,,,,,,
ゲザングヘアー,,3460,0,,,,22fc718bef1bb1013764a54269413e6b,,,,,,,,,,,,,,,,,
サイカ・ヒョウリヘアー,,3470,0,,,,d8cf3537c57aea4bc908f2a0063373af,,,,,,,,,,,,,,,,,
響裕太の髪型,,3480,0,,,,d8f0cc730cc10599766b4c22fe93035d,,,,,,,,,,,,,,,,,
,,3490,0,,,,4a1c1fa575b580e2e9060f41a27038d8,,,,,,,,,,,,,,,,,
カイトＶ３ヘアー,,3510,0,,,,48faf7c6681fd1949c9d1e560c616989,,,,,,,,,,,,,,,,,
ダスパヘアー,,3520,0,,,,a939fd566b0444cbf5003d9d67f579d0,,,,,,,,,,,,,,,,,
ジェントルヘアー,,3530,0,,,,f9860ad0bde06e256affb3234d85aa85,,,,,,,,,,,,,,,,,
,,3540,0,,,,c1c888f8057e1cd4004b1cc610c7919c,,,,,,,,,,,,,,,,,
,,3550,0,,,,2ce9aee0ea668f29f27843be1345764e,,,,,,,,,,,,,,,,,
キリトヘアー,,3560,0,,,,05befa5486a1ceddc73708dab0711db1,,,,,,,,,,,,,,,,,
ヒューキャストヘッドＢ,,3570,0,,,,4a05ea4c56a18005e6f02ec4061eeacd,,,,,,,,,,,,,,,,,
アッシュヘアーＧＶ,,3580,0,,,,a2b56e4c4b37bb2aa888393e6562ef44,,,,,,,,,,,,,,,,,
アンクル・サムヘアー(JP),,3590,0,,,,839a00156e895e7df4390de72bd244c1,,,,,,,,,,,,,,,,,
マーセナリーメットＢ,,3600,0,,,,af90dc91282e0389249fda2878e19418,,,,,,,,,,,,,,,,,
アンブスマスクＢ,,3610,0,,,,48d03af2ac6218318e28e9e3e304b5ba,,,,,,,,,,,,,,,,,
アンブスマスクＣ,,3620,0,,,,22d9073fd55cb3d72bb116edfaad1873,,,,,,,,,,,,,,,,,
テイルスヘアー１,,3630,0,,,,2a3465c37517d28bf06c93d5920237c4,,,,,,,,,,,,,,,,,
テイルスヘアー２,,3640,0,,,,5f0c8393b9ad3455755895cceb0dc071,,,,,,,,,,,,,,,,,
春日一番の髪型,,3650,0,,,,1f6490d758ba04d3df3d177a001118cc,,,,,,,,,,,,,,,,,
レイキャストヘッドＢ,,3660,0,,,,46c1718e16f653c3450c1ea26b7be7bc,,,,,,,,,,,,,,,,,
,,5470,0,,,,,,,,,,,,,,,,,,,,,
