Data is laid out as follows:
Unit name (if known), 1st model attach bone, 2nd model attach bone, Extra model attach bone, object unhashed name, object hashed name
,l_legadd,r_legadd,,item/addon/it_ad_00220.ice,2cfd0b8f163e0ac8637195858b02afcd
,c_backadd,,,item/addon/it_ad_00254.ice,ab6651f09d39a87b6db74f94c323d6ad
,l_armadd,r_armadd,,item/addon/it_ad_00255.ice,de74c1acb5e41ad60acbae6fed44cd82
,l_legadd,r_legadd,,item/addon/it_ad_00256.ice,2c3a3bacee4f94f42a9a5d1ccde4b2c8
,c_backadd,,,item/addon/it_ad_00260.ice,3edab227996eac6686722828167f9105
,l_armadd,r_armadd,,item/addon/it_ad_00261.ice,1dac79189b0480016683f261d89e0213
,l_legadd,r_legadd,,item/addon/it_ad_00262.ice,40f965c11f61aadeaf7723fd926bb575
,c_backadd,,,item/addon/it_ad_00293.ice,3d7e0dec9112bab03f7e76c283e208fd
,l_armadd,r_armadd,,item/addon/it_ad_00294.ice,66367d1718d0033ceb3a4c51888ccac7
,l_legadd,r_legadd,,item/addon/it_ad_00295.ice,f581e07188a7f2da547e3528e36b21c1
,c_backadd,,,item/addon/it_ad_00296.ice,ba4b9dec27aa8a601e9918ba6acc11b8
,l_armadd,r_armadd,,item/addon/it_ad_00297.ice,9ff9bba9855a3c8e5be69601ede8ca65
,l_legadd,r_legadd,,item/addon/it_ad_00298.ice,64ec72dc8e68f1a5c9c7991a22a660d7
,c_backadd,,,item/addon/it_ad_00299.ice,b3f436e9762a5dcc87ccba928abe16a1
,l_armadd,r_armadd,,item/addon/it_ad_00300.ice,70035f0a7695925008336a86870622a0
,l_legadd,r_legadd,,item/addon/it_ad_00301.ice,e0bce350907eff73d9ef1abc6efbdddc
,c_backadd,,,item/addon/it_ad_00302.ice,b1504877c5b84c3697ea674a4669a364
,l_armadd,r_armadd,,item/addon/it_ad_00303.ice,c102457812fe4e4511714b6cc26789ca
,l_legadd,r_legadd,,item/addon/it_ad_00304.ice,1d22ce355a5189f40be4e476bed73cd3
,l_armadd,r_armadd,,item/addon/it_ad_00305.ice,ad497a864bd802a928d2b3025b25ea79
,l_legadd,r_legadd,,item/addon/it_ad_00306.ice,26f856789fea2119f64bf87d1e28639f
,c_backadd,,,item/addon/it_ad_00307.ice,e54b51a3b32a3d624dabc4d8669044f6
,l_armadd,r_armadd,,item/addon/it_ad_00308.ice,6faab98bd4df59106c7a31c4d173af7e
,l_legadd,r_legadd,,item/addon/it_ad_00309.ice,e21e747d12b4a086bc945c8b56b63092
,c_backadd,,,item/addon/it_ad_00310.ice,2160e9836217bcaf05c3b146255a775d
,l_legadd,r_legadd,,item/addon/it_ad_00311.ice,878c0d23792582eb35e786487e5d8671
,c_backadd,,,item/addon/it_ad_00312.ice,d9fba9f70942e3d6183de2382d27dad9
,l_armadd,r_armadd,,item/addon/it_ad_00313.ice,df40bd3f1e808204d4acdacb779a3a97
,c_backadd,,,item/addon/it_ad_00314.ice,82d08cfcc2d545e2d9e9ac10ddd58d52
,l_armadd,r_armadd,,item/addon/it_ad_00315.ice,a4125262c62ae7d8426507dd784c9bf6
,c_backadd,,,item/addon/it_ad_00319.ice,d85d7656de26349c4a626f8bcd92d720
,l_armadd,r_armadd,,item/addon/it_ad_00320.ice,75c1bb39438e43dbcc33b5efdd31a6b0
,l_legadd,r_legadd,,item/addon/it_ad_00321.ice,f12b2617a0b787a86b64ec77da3eabc8
,c_backadd,,,item/addon/it_ad_00322.ice,8553ea525577604b9a749b9ac61d5fc7
,l_armadd,r_armadd,,item/addon/it_ad_00323.ice,fec82223677af007d5a3664c99c6348d
,l_legadd,r_legadd,,item/addon/it_ad_00324.ice,1e5ed363d4ba8fe9dbdcfc8e5cb31146
,c_backadd,,,item/addon/it_ad_00325.ice,ed1fcd54196c833645bfc466eecfffce
,c_backadd,,,item/addon/it_ad_00326.ice,8d397bc6485f56f509f53983ad917758
,l_armadd,r_armadd,,item/addon/it_ad_00327.ice,99c350ba9875af098ebd9263889ee3c3
,hip,,,item/addon/it_ad_00328.ice,b00ea5e69832f42879481604aff5b2ec
,c_backadd,,,item/addon/it_ad_00329.ice,bc707d81d692cd59954ef7c1a9878c70
,l_armadd,r_armadd,,item/addon/it_ad_00330.ice,261a46decc719d0ef465f521b9dcf07a
,l_legadd,r_legadd,,item/addon/it_ad_00331.ice,34e5fc63fe70a528c4480f8ba5b36ead
,c_backadd,,,item/addon/it_ad_00286.ice,d09c6f98c3f80f15fc78ba97cc322785
,l_armadd,r_armadd,,item/addon/it_ad_00287.ice,07f30400e4aef1c73b45fdea072b0c3f
,hip,,,item/addon/it_ad_00288.ice,f13ee45c7ff0d9e73e5f1bcfd694763d
,l_armadd,r_armadd,,item/addon/it_ad_00289.ice,3ed754720a1781526d20d77b53d7baab
,c_backadd,,,item/addon/it_ad_00332.ice,3058457d7246e09500edf3cbb9c5d243
,l_armadd,r_armadd,,item/addon/it_ad_00333.ice,791ce20ee66b87d371d64f8c0e166ace
,l_legadd,r_legadd,,item/addon/it_ad_00334.ice,c5ec0d7b3e74ce2ac4cd02f5bacae281
,c_backadd,,,item/addon/it_ad_00342.ice,bf122d76c69c0cec8027614340b29b4a
,l_armadd,r_armadd,,item/addon/it_ad_00344.ice,28131cc3375f50caf8aaf546c3e5f27f
,hip,,,item/addon/it_ad_00346.ice,1bcf4a2f63ea8fd1ca710cfa3d0ee1c8
,c_backadd,,,item/addon/it_ad_00341.ice,bfdb8eecd072813e69e3791bb095542e
,l_armadd,r_armadd,,item/addon/it_ad_00343.ice,04562e1e1f3c90e4af91d0234165a88b
,hip,,,item/addon/it_ad_00345.ice,f4caae69fe0c4cd9a2eaa26fdef5b268
,c_backadd,,,item/addon/it_ad_00365.ice,10f31cfa5f913c546c2d53865b6a4f13
,l_armadd,r_armadd,,item/addon/it_ad_00366.ice,6b3d14bbb7c5cc7bdb42609c89ac6932
,hip,,,item/addon/it_ad_00367.ice,676d7e748eb5d48b9b4021fedbb58277
,c_backadd,,,item/addon/it_ad_00401.ice,9a31f5997320b8593168c681923144c1
,c_backadd,,,item/addon/it_ad_00404.ice,ef3c4c2ff251d629c34b6acf2431dc2b
,c_backadd,,,item/addon/it_ad_00407.ice,c21f6446dd9453fb162528447fd5883e
,l_armadd,r_armadd,,item/addon/it_ad_00402.ice,8538606f1459be61c70aa99a9c00130e
,l_armadd,r_armadd,,item/addon/it_ad_00408.ice,1eea4d6f13f01895ce197f769c656af8
,l_legadd,r_legadd,,item/addon/it_ad_00403.ice,6c2274f798de6ad262e67b76820b229a
,l_legadd,r_legadd,,item/addon/it_ad_00409.ice,772abd00e7f5773efce337682b280020
,c_backadd,,,item/addon/it_ad_00383.ice,1926d287933a104e43b4b248fcfaac9f
,l_armadd,r_armadd,,item/addon/it_ad_00384.ice,616e8baf08e21c41e243309bcf32fd79
,hip,,,item/addon/it_ad_00385.ice,6db2e20ae35be1f030d2c8d0c635af08
,c_backadd,,,item/addon/it_ad_00392.ice,b2c246fdc5b25dbbb33e9688f49b01b9
,l_armadd,r_armadd,,item/addon/it_ad_00393.ice,36512342f624fa0fd3028fbd49a912e1
,l_legadd,r_legadd,,item/addon/it_ad_00394.ice,2e01d5fc78c504af470aec93715886ad
,c_backadd,,,item/addon/it_ad_00410.ice,1a34f1f0102abb964a120942d43abc58
,c_backadd,,,item/addon/it_ad_00416.ice,bd03ec8ecfaad918f24a95379a48205f
,l_armadd,r_armadd,,item/addon/it_ad_00411.ice,8440c84f220981150accc772ab784dad
,l_armadd,r_armadd,,item/addon/it_ad_00417.ice,ddfaabea83573469dc9c14684a1ef0c4
,l_legadd,r_legadd,,item/addon/it_ad_00412.ice,108adf4ebb8b9d28fe68afe43bcd6522
,l_legadd,r_legadd,,item/addon/it_ad_00418.ice,958eee281a65886b9f75caed7a4464cd
,c_backadd,,,item/addon/it_ad_00374.ice,142299e04f78d7e7cdc7e4e3dd51802e
,l_armadd,r_armadd,,item/addon/it_ad_00375.ice,51e6d9510985140ecda51eeb8900fb76
,hip,,,item/addon/it_ad_00376.ice,e1dd3577d66adaf6d912a06e7397f985
,c_backadd,,,item/addon/it_ad_00423.ice,751b66b07ba50eb3cf5657ada35b4573
,hip,,,item/addon/it_ad_00424.ice,b60d585364ad708531c43df919cf5d9c
,c_backadd,,,item/addon/it_ad_00435.ice,666b4df50f78ff3bb73a1fa031665f91
,c_backadd,c_backadd,,item/addon/it_ad_00437.ice,1de12ee34780f28b3fe83c9b92d7bb5d
,,,,item/addon/it_ad_00433.ice,fb1d82b68621293561bdff5adf03d36a
,,,,item/addon/it_ad_00457.ice,e8961de6d515dac654b799b3e5c2f5d4
,,,,item/addon/it_ad_00461.ice,e9d8264cb525a64c0e9173be55846558
,,,,item/addon/it_ad_00462.ice,b2dffd113664a0a3cdd60689c3725463
,l_legadd,r_legadd,,item/addon/it_ad_00465.ice,5311621349614ad7ef480cea61750b88
,hip,,,item/addon/it_ad_00440.ice,85d019149e61db430b36ce017ee37b06
,l_armadd,r_armadd,,item/addon/it_ad_00439.ice,783909f9b2e68f188fa32f0ec3eadbc8
,c_backadd,,,item/addon/it_ad_00447.ice,afad121037c235bf06e598bd8dba16d2
,c_backadd,,,item/addon/it_ad_00448.ice,d623ea1f0251d197e360692665e58e32
,l_armadd,r_armadd,,item/addon/it_ad_00449.ice,7191db65f269eff7c4b131807f388987
,l_armadd,r_armadd,,item/addon/it_ad_00450.ice,ee076a2ec670e707bcc3e89ece5e7ba9
,hip,,,item/addon/it_ad_00451.ice,fd951f0c3f90aa3187de69b5d29bb77f
,hip,,,item/addon/it_ad_00452.ice,ee1ccca99d51ac112de797d438fd01ad
,c_backadd,,,item/addon/it_ad_00467.ice,05c07d60c54dedc85d357724acf551b9
,l_armadd,r_armadd,,item/addon/it_ad_00468.ice,0415be27b6e52e3cbbe31e77a5c03f86
,hip,,,item/addon/it_ad_00470.ice,8ee22dc28c1405063ba79e7fe90379cf
,c_backadd,,,item/addon/it_ad_00469.ice,bf8b3adb3b6a3bed50da18e812c35266
,l_armadd,r_upperarm,,item/addon/it_ad_00464.ice,5a21029e2d09ca16ae432f3866c0df7c
,l_legadd,r_legadd,,item/addon/it_ad_00466.ice,eae314effa2b5f1e671700da9def2cde
,hip,,,item/addon/it_ad_00477.ice,e590eb65fc2917ac103fadcfbe2e4f2c
,hip,,,item/addon/it_ad_00478.ice,ea02242a39a159859f8045a1329226c4
,hip,,,item/addon/it_ad_00479.ice,84072552c948b993798f18624bf11d8e
,l_armadd,r_armadd,,item/addon/it_ad_00476.ice,fbff618cd26a962c942c22ab289fc2a7
,c_backadd,,,item/addon/it_ad_00480.ice,457c199d059787128e870f8ea8f6b1b9
,c_backadd,,,item/addon/it_ad_00481.ice,7c4315f295f3a34a6ea40449393397ba
,l_armadd,r_armadd,,item/addon/it_ad_00482.ice,02796fee65c5a07a9847e3ecb7352a2a
,l_armadd,r_armadd,,item/addon/it_ad_00483.ice,fe76db44a05033f9baac438565b85b1d
,l_legadd,r_legadd,,item/addon/it_ad_00484.ice,84de65b448c9498e0baf3d418f17cbdd
,l_legadd,r_legadd,,item/addon/it_ad_00485.ice,be2a6c9c05a2003f843030ef7687c804
,c_backadd,,,item/addon/it_ad_00490.ice,03b19e69c4b5fdffa365bfb79aa086d4
,hip,,,item/addon/it_ad_00493.ice,1147ade5d68a28773aef242b08ff8d36
,l_armadd,r_armadd,,item/addon/it_ad_00498.ice,f97464669a0a9ac78d233134f8550692
,l_armadd,r_armadd,,item/addon/it_ad_00499.ice,49262ffb002ac7bdbb6678f55d8ad4c1
,c_backadd,,,item/addon/it_ad_00500.ice,a93952616e785fed040348b88bd97bad
,c_backadd,,,item/addon/it_ad_00501.ice,079c4c680d99a509add5b6e22f4f4570
,l_armadd,r_armadd,,item/addon/it_ad_00503.ice,90a738b7e33495a3c4e60a2c7b5f7922
,l_armadd,r_armadd,,item/addon/it_ad_00504.ice,fcccae9b4b2693eae23c59aa24089a26
,l_legadd,r_legadd,,item/addon/it_ad_00506.ice,c7b769a1b6ae76dabff33f0222a86812
,l_legadd,r_legadd,,item/addon/it_ad_00507.ice,cb9f00313ec73cac7c2bfa32aa0f7a41
,c_backadd,,,item/addon/it_ad_00512.ice,2025657fe409f25659f889c5840e39b0
,c_backadd,,,item/addon/it_ad_00513.ice,f7053b1ba5b41e65e5395f0bc6f899f6
,c_backadd,,,item/addon/it_ad_00514.ice,9599a0e1aecee4741c9dad1a1afcb04a
,l_armadd,r_armadd,,item/addon/it_ad_00515.ice,7b1a6c1b0664cb689a76ea0ff58bc5a7
,l_armadd,r_armadd,,item/addon/it_ad_00516.ice,732d71e803bfd34349e06852a72cca8c
,l_armadd,r_armadd,,item/addon/it_ad_00517.ice,66fb0ac251ecc933051424b4122db96b
,l_legadd,r_legadd,,item/addon/it_ad_00518.ice,2f12894e6297dd0d1904fd7e3a21fe04
,l_legadd,r_legadd,,item/addon/it_ad_00519.ice,16b31d76c44b5f4ed39614e5dea40b92
,l_legadd,r_legadd,,item/addon/it_ad_00520.ice,14cec6e298162ec83dfed5dc254e0c1f
,l_armadd,r_armadd,,item/addon/it_ad_00528.ice,292ed3cab971adf3d103a2d6ae94cfce
,c_backadd,,,item/addon/it_ad_00530.ice,00336bdb79a74b66ac7139e81e683e3d
,c_backadd,,,item/addon/it_ad_00522.ice,72796485b416dce860c27c4f6df9731f
,c_backadd,,,item/addon/it_ad_00523.ice,6ab673f058d26b14379d24c28810bd0a
,l_armadd,r_armadd,,item/addon/it_ad_00524.ice,e6c9d8118939a0bed245338c32b2ac4d
,l_armadd,r_armadd,,item/addon/it_ad_00525.ice,3f955f802220a442720bd2245cdd6b0e
,l_legadd,r_legadd,,item/addon/it_ad_00526.ice,744cfe741fd4013c9c2294bf8e089d3b
,l_legadd,r_legadd,,item/addon/it_ad_00527.ice,c1afd865af704ab6e81c4ca7b458f7be
,,,c_backadd,item/addon/it_ad_00544.ice,d7096289bd4966532928aae89e90ca9d
,,,hip,item/addon/it_ad_00545.ice,54c84cee0b49cc658e444e876f402b54
,c_backadd,,,item/addon/it_ad_00538.ice,dfe04eb719ab494d8cf1fe62e8494793
,l_armadd,r_armadd,,item/addon/it_ad_00540.ice,79526f920bfa5837dc14d14a1d1120a0
,l_legadd,r_legadd,,item/addon/it_ad_00542.ice,0d86a26645555647ca6ea4d921cd976b
,c_backadd,,,item/addon/it_ad_00532.ice,c5a578bffa656b80c35216044c6139a2
,c_backadd,,,item/addon/it_ad_00533.ice,c3ca62ec3bbc2ee924cbfe58531155c0
,l_armadd,r_armadd,,item/addon/it_ad_00534.ice,161b738905bd0da83aef53c2fc450f63
,l_armadd,r_armadd,,item/addon/it_ad_00535.ice,06b9debf7b69723ee66cfd313c3f9258
,l_legadd,r_legadd,,item/addon/it_ad_00536.ice,c01d531fbdbefa2fed7539ece884f8b9
,l_legadd,r_legadd,,item/addon/it_ad_00537.ice,66c21cdc455b610bdef8620ba409962b
,c_backadd,,,item/addon/it_ad_00538.ice,dfe04eb719ab494d8cf1fe62e8494793
,c_backadd,,,item/addon/it_ad_00538.ice,dfe04eb719ab494d8cf1fe62e8494793
,,,,item/addon/it_ad_00539.ice,a7557aa0c9d642081c5aae33417016b9
,c_backadd,,,item/addon/it_ad_00578.ice,f3a856f2b85c2094f0c1bf5dca4f93b5
,c_backadd,,,item/addon/it_ad_00579.ice,f4f20d07262534499c9cb96af98a149d
,,,,item/addon/it_ad_00580.ice,8e9f90642b7456a8dead37855cac9a27
,,,,item/addon/it_ad_00581.ice,e51095a8eb2211708f1d17e0d3524bee
,c_backadd,,,item/addon/it_ad_10002.ice,5008da8441ca86c7b6e9610f0ebef524
,l_armadd,r_armadd,,item/addon/it_ad_20002.ice,691a9f609556c08480b51ceb3db9a758
,l_legadd,r_legadd,,item/addon/it_ad_30002.ice,2d5f4c9d77671d8faa88ee718bb67421
,c_backadd,,,item/addon/it_ad_10003.ice,3d7b6c11be7910d51019a7ae8b8d503b
,c_backadd,,,item/addon/it_ad_10008.ice,be1ea68874f66b00c3d3421e659a867c
,l_armadd,r_armadd,,item/addon/it_ad_20008.ice,c050e46070fce9f3e17c170a5c5a49a5
,l_legadd,r_legadd,,item/addon/it_ad_30008.ice,77c2dd4973515cd101e6b10da206218f
,hip,,,item/addon/it_ad_30005.ice,eff045d85d45cf2fef7bc499347d2792
,,,,item/addon/it_ad_10012.ice,d130b93dd35d89db4f5846f67b19c47d
,,,,item/addon/it_ad_10013.ice,90035ac1abf5930dd7ad9725096b6679
,l_upperarm,r_upperarm,,item/addon/it_ad_20010.ice,ab5ae1a9baa451d3a3dcd9f2316411ac
,c_backadd,,,item/addon/it_ad_10014.ice,853522f8e50fade0623f4816cbe21443
,c_backadd,,,item/addon/it_ad_10015.ice,dc29c4d0376cdb89b00d0ab64a76b7ed
,l_armadd,r_armadd,,item/addon/it_ad_20014.ice,8c22d4c2e258867bf3f2291806f3eb5a
,l_armadd,r_armadd,,item/addon/it_ad_20015.ice,0ea2e46c82d3a3f7d2ea7b42c48de4a2
,l_legadd,r_legadd,,item/addon/it_ad_30014.ice,7e259d58b2e0cf279559cb985b501f71
,l_legadd,r_legadd,,item/addon/it_ad_30015.ice,4476d11b348953ff7392935436504df0
,c_backadd,,,item/addon/it_ad_10016.ice,2c1eebe8b01d199b319c41d16f788923
,c_backadd,,,item/addon/it_ad_10017.ice,6c20d5cb412df94b955f8a7139c627a1
,c_backadd,,,item/addon/it_ad_10018.ice,823d76bdca1b2ef8bb93a33854d91ee8
,l_armadd,r_armadd,,item/addon/it_ad_20017.ice,827aef231f5749490d386d7411d2b1c3
,l_armadd,r_armadd,,item/addon/it_ad_20018.ice,4088e819b621eb8590e4d63c9beb85a8
,l_legadd,r_legadd,,item/addon/it_ad_30017.ice,14c8c47dc0b6406bf1ccc4d5840b2c82
,l_legadd,r_legadd,,item/addon/it_ad_30018.ice,5aa17b592454eb83c595f667aae9578f
,c_backadd,,,item/addon/it_ad_10019.ice,7ad3496771f694f858ff8abda8a5343d
,navel_weapon1,,,item/addon/it_ad_10020.ice,24f95fb210fd9cfe20b99b363ae1e901
,navel_weapon1,,,item/addon/it_ad_10021.ice,9adc563add9352d4171c59bd0d8674f8
,c_backadd,,,item/addon/it_ad_10023.ice,7623ac7a94f857c559bdcaaff698c807
,c_backadd,,,item/addon/it_ad_10007.ice,1c32da5d6c83b82fc4618c3018c68455
,l_armadd,r_armadd,,item/addon/it_ad_20007.ice,cbc62c585f1540ad924e78dcd912f7dd
,l_legadd,r_legadd,,item/addon/it_ad_30007.ice,1e9fd5312bcf303806bdc40f13fcc6da
,r_armadd,,,item/addon/it_ad_10022.ice,1de913e1d0767c79388f9e17add1f0aa
,l_armadd,r_armadd,,item/addon/it_ad_20022.ice,65d79ee4d99a26c4b7c82d9b2591cd27
,l_armadd,r_armadd,,item/addon/it_ad_30022.ice,5d6957e0c94b9a200a2293c48b7f0eb8
,c_backadd,,,item/addon/it_ad_10001.ice,22a40ccb419caabf64fb4add42c13cf2
,l_armadd,r_armadd,,item/addon/it_ad_20001.ice,0ef5373927f5888e69c62d0eb0182b35
,l_legadd,r_legadd,,item/addon/it_ad_30001.ice,912c7b4b04ca25f4fd41a53ba44cb78b
